Player Input,NPC Response
What is the Cowl of Nocturnal?,"The Cowl of Nocturnal erases the wearer’s identity, making them the true Gray Fox."
"Torolf, I’ve heard, but I want to know more.","Head southwest, past the dense trees, to reach the fabled village of Riverwood"
I was wondering about The Winds of Change?,Accept the truth or drown in ignorance
Cicero,"The sanctuary lies southward, through the deep woods, away from the prying eyes"
summerset,Summerset... it echoes through history.
"Storn Crag-Strider, How does that work?",The All-Maker’s will moves through us all
More info?,"Warriors whose hearts have been replaced with dark magic—stronger, but no longer truly living"
Clarify.,a place of stories and secrets
"What should I do with the enchanted book?, How does that work?",Take it to the library in the capital. The scholars there will be able to decipher it.
Tell me.,"Nah, silence is boring"
I'd like to learn about Staff of Magnus?,"Tool of gods, or curse in disguise?"
blacklight,Blacklight holds truths best left buried.
Destroy the Dark Brotherhood,"Justice served, or balance broken?"
"Know where I can score some… entertainment?, I’ve heard, but I want to know more.",That depends on what you mean by ‘entertainment’—but I know a few spots.
I need to know about What’s the next step after retrieving the stone??,Take it to the altar in the temple. It will unlock the next part of your journey.
I'd like to learn about whats the worst mistake you’ve made while flirting?,Calling them the wrong name twice.
eye of magnus,Eye of Magnus was written in fire and shadow.
What is the White-Gold Concordat?,"A treaty that ended the Great War, but at the cost of Talos worship being outlawed."
Galmar,"Whiterun is south, cross the plains, and you’ll see the gates of the city standing tall"
"Daedra, Can you explain?","Agents of destruction, or sources of power?"
"Orichalcum, Give me more details.","Warrior's choice, or forgotten ore?"
Details?,Gargoyles are tough and can fly. They are best avoided unless you are well-prepared.
Explain.,The prince is held in the castle to the west. Break in under cover of night.
Ever had a drink so strong you forgot a whole night?,Only once. Woke up married. Not my best moment.
Could you explain hello stranger?,"Greetings, stranger. What do you seek?"
Where is the hidden vault?,"In the ancient temple beneath the mountains, protected by a powerful guardian."
daedra,Daedra... it echoes through history.
"Ysgramor, I’ve heard, but I want to know more.","Hero of men, or architect of conquest?"
"The Numidium, Why is that important?","Tool of power, or paradox of fate?"
"Tell me about the Great Houses of Morrowind, Can you explain?","Noble factions vying for power, each with unique customs and rivalries"
I need to know about who is the richest?,"The Black-Briars, or maybe the Silver-Bloods."
"Thane, How does that work?","Honor in name, or token of favor?"
Do you have any tips for using a bow?,"The bow is silent but deadly. Aim for the head and stay hidden. A strong pull can pierce armor, but don’t rush your shots."
"stormcloak, I want to understand better.",Stormcloak holds truths best left buried.
Tell me.,"Depends—do you like crime, politics, or snow"
where can i buy lockpicks,Any fence or Khajiit merchant should have some.
Clarify.,The god of trade and hard work.
who is miraak,"The first Dragonborn, but not the last."
Can you tell me about thuum?,Could you survive the trials of thuum?
I'd like to learn about who is astrid?,"She leads the Dark Brotherhood, for now."
More info?,"After a brutal war with the Aldmeri Dominion, the Empire was forced to sign the treaty to survive."
kynareth,"Is wind a whisper, or a warning?"
"Temple of Miraak, I want to understand better.","Place of power, or altar of ego?"
college of winterhold,Have you ever walked the ruins of college of winterhold?
"sanctuary, Give me more details.",A place of safety… for some.
Details?,A legend seeking his final battle.
"How do I fight against magic?, Tell me more about this.",Use magic resistance or find a way to silence their spells.
"jump, I’ve heard, but I want to know more.",That’s your job.
Details?,It’s in the ruined castle. Look for it beneath the fallen statue.
Clarify.,"Life giver, or curse to the cursed?"
"The Winking Skeever, How does that work?","Inn of tales, or web of plots?"
loyalty,Earned or demanded?
Explain.,"Guide of blades, or song of lies?"
"Erik, I’ve heard, but I want to know more.","A sword may win battles, but wisdom wins wars"
Do you know anything about Damn?,Damn right
"Cindiri Arano, What exactly does that mean?",Deliver the potion and return quickly
"How do I summon the spirit steed, What exactly does that mean?",Stand atop the crescent hill and hold the horn to the sky
What should I do after defeating the lich?,Return to the village and speak to the elder. They will reward you for your bravery.
I'd like to learn about Apocrypha?,"Library of truths, or prison of will?"
I was wondering about Karliah?,Meet me at the ruins and I’ll show you the truth about Mercer
"What’s the best way to fight with magic?, Why is that important?",Magic can be a game changer. Focus on using offensive spells when they’re vulnerable and defensive spells when they strike back.
Explain.,Calling them the wrong name twice.
I was wondering about Riekling?,"Little warriors, or tricksters of snow?"
I need to know about Shut your mouth?,"Make me, tough guy"
I need to know about draugr?,"They once lived, but now serve death."
Sheogorath,Do something unexpected and delightfully chaotic
scroll,"Powerful, yet fragile. Some hold secrets best left unread."
I was wondering about Auriel's Bow?,"Light in darkness, or weapon of judgment?"
I need to know about how do i craft armor?,"You’ll need a forge, some materials, and skill."
Do you know anything about You deaf?,"Nah, just ignoring you"
What’s the best strategy when surrounded?,"Control the space, stay mobile, and take them one at a time."
How do I defeat the stone titans?,"Use explosive magic to break their defenses, then attack their weak points."
I'd like to learn about handle me?,I don’t do ‘gentle.’
auriel,Auriel... it echoes through history.
"Brynjolf, What exactly does that mean?","To reach Morthal, head southwest through the swamps, past the fog and into the hidden village"
Could you explain Legion?,"March of might, or burden of rule?"
"labyrinthian, What exactly does that mean?",What did it cost to silence labyrinthian?
later,"See you later, traveler."
runestone,"Scattered across the land, holding old secrets."
nord,Would you dare speak the name of nord aloud?
Olaf,"The path to Solitude lies west, across the plains and past the stone cliffs"
I'd like to learn about Tell me how to become a vampire?,Let a vampire bite you… or just wake up one day regretting your choices
Explain.,"Find a willing vampire, or let one find you."
Details?,"You’ve got to trust your instincts. Keep your guard up and strike when the time is right. I can show you a few moves, if you’re ready."
I need to know about How do I unlock the door to the ancient chamber??,"You need to find the key, which is hidden in the cave of shadows."
mountain,"Climb high enough, and the world shrinks."
where is the eye of magnus,Hidden deep within the College of Winterhold.
Alduin,"Eater of worlds, or prisoner of prophecy?"
Do you know anything about Where can I find the lost crown??,It’s hidden in the crypt beneath the castle. Look for the secret passage.
"where can i find treasure, What exactly does that mean?",where few dare to look
"who are the silver hand, Give me more details.","Hunters of werewolves, ruthless and relentless."
Serana,We have much to do and little time to waste
ordinator,"Protector of faith, or enforcer of fear?"
"Night Mother, How does that work?","Goddess of death, or keeper of shadows?"
Could you explain Mercer Frey?,"Trust no one, and take what you can"
"Arnbjorn, Tell me more about this.","Beast of fury, or heart beneath fur?"
Do you know anything about Where’s the best place for a secret rendezvous??,Depends. Do you want privacy or the thrill of being caught?
